,State-County,"1st, 2nd, 3rd","votes1, votes2, votes3","pct1, pct2, pct3","party1, party2, party3"
2407,California - Sacramento,Kerry / Bush (Incumbent) / Others,236657 / 235539 / 5670,49.52% / 49.29% / 1.19%,Democratic / Republican / Others
2408,California - Mono,Kerry / Bush (Incumbent) / Others,2628 / 2621 / 89,49.23% / 49.10% / 1.67%,Democratic / Republican / Others
2409,California - Ventura,Bush (Incumbent) / Kerry / Others,160314 / 148859 / 4020,51.19% / 47.53% / 1.28%,Republican / Democratic / Others
2410,California - San Diego,Bush (Incumbent) / Kerry / Others,596033 / 526437 / 12378,52.52% / 46.39% / 1.09%,Republican / Democratic / Others
2411,California - San Joaquin,Bush (Incumbent) / Kerry / Others,100978 / 87012 / 1874,53.18% / 45.83% / 0.99%,Republican / Democratic / Others
2412,California - San Luis Obispo,Bush (Incumbent) / Kerry / Others,67995 / 58742 / 2313,52.69% / 45.52% / 1.79%,Republican / Democratic / Others
2413,California - Nevada,Bush (Incumbent) / Kerry / Others,28790 / 24220 / 910,53.39% / 44.92% / 1.69%,Republican / Democratic / Others
2414,California - Butte,Bush (Incumbent) / Kerry / Others,51662 / 42448 / 2047,53.73% / 44.14% / 2.13%,Republican / Democratic / Others
2415,California - San Bernardino,Bush (Incumbent) / Kerry / Others,289306 / 227789 / 5682,55.34% / 43.57% / 1.09%,Republican / Democratic / Others
2416,California - Trinity,Bush (Incumbent) / Kerry / Others,3560 / 2782 / 171,54.66% / 42.71% / 2.63%,Republican / Democratic / Others
2417,California - Merced,Bush (Incumbent) / Kerry / Others,32773 / 24491 / 696,56.54% / 42.26% / 1.20%,Republican / Democratic / Others
2418,California - Fresno,Bush (Incumbent) / Kerry / Others,141988 / 103154 / 2321,57.38% / 41.68% / 0.94%,Republican / Democratic / Others
2419,California - Del Norte,Bush (Incumbent) / Kerry / Others,5356 / 3892 / 173,56.85% / 41.31% / 1.84%,Republican / Democratic / Others
2420,California - Riverside,Bush (Incumbent) / Kerry / Others,322473 / 228806 / 6300,57.83% / 41.04% / 1.13%,Republican / Democratic / Others
2421,California - Stanislaus,Bush (Incumbent) / Kerry / Others,85407 / 58829 / 1388,58.65% / 40.40% / 0.95%,Republican / Democratic / Others
2422,California - Orange,Bush (Incumbent) / Kerry / Others,641832 / 419239 / 14328,59.68% / 38.98% / 1.33%,Republican / Democratic / Others
2423,California - Inyo,Bush (Incumbent) / Kerry / Others,5091 / 3350 / 175,59.09% / 38.88% / 2.03%,Republican / Democratic / Others
2424,California - Tuolumne,Bush (Incumbent) / Kerry / Others,15745 / 10104 / 386,60.02% / 38.51% / 1.47%,Republican / Democratic / Others
2425,California - Siskiyou,Bush (Incumbent) / Kerry / Others,12673 / 7880 / 346,60.64% / 37.71% / 1.66%,Republican / Democratic / Others
2426,California - Mariposa,Bush (Incumbent) / Kerry / Others,5215 / 3251 / 192,60.23% / 37.55% / 2.22%,Republican / Democratic / Others
2427,California - El Dorado,Bush (Incumbent) / Kerry / Others,52878 / 32242 / 1244,61.23% / 37.33% / 1.44%,Republican / Democratic / Others
2428,California - Calaveras,Bush (Incumbent) / Kerry / Others,13601 / 8286 / 456,60.87% / 37.09% / 2.04%,Republican / Democratic / Others
2429,California - Plumas,Bush (Incumbent) / Kerry / Others,6905 / 4129 / 156,61.71% / 36.90% / 1.39%,Republican / Democratic / Others
2430,California - Amador,Bush (Incumbent) / Kerry / Others,11107 / 6541 / 243,62.08% / 36.56% / 1.36%,Republican / Democratic / Others
2431,California - Placer,Bush (Incumbent) / Kerry / Others,95969 / 55573 / 1736,62.61% / 36.26% / 1.13%,Republican / Democratic / Others
2432,California - Madera,Bush (Incumbent) / Kerry / Others,24871 / 13481 / 498,64.02% / 34.70% / 1.28%,Republican / Democratic / Others
2433,California - Kings,Bush (Incumbent) / Kerry / Others,21003 / 10833 / 274,65.41% / 33.74% / 0.85%,Republican / Democratic / Others
2434,California - Sierra,Bush (Incumbent) / Kerry / Others,1249 / 646 / 53,64.12% / 33.16% / 2.72%,Republican / Democratic / Others
2435,California - Tulare,Bush (Incumbent) / Kerry / Others,65399 / 32494 / 967,66.15% / 32.87% / 0.98%,Republican / Democratic / Others
2436,California - Kern,Bush (Incumbent) / Kerry / Others,140417 / 68603 / 2154,66.49% / 32.49% / 1.02%,Republican / Democratic / Others
2437,California - Tehama,Bush (Incumbent) / Kerry / Others,15572 / 7504 / 368,66.42% / 32.01% / 1.57%,Republican / Democratic / Others
2438,California - Sutter,Bush (Incumbent) / Kerry / Others,20254 / 9602 / 289,67.19% / 31.85% / 0.96%,Republican / Democratic / Others
2439,California - Glenn,Bush (Incumbent) / Kerry / Others,6308 / 2995 / 151,66.72% / 31.68% / 1.60%,Republican / Democratic / Others
2440,California - Yuba,Bush (Incumbent) / Kerry / Others,12076 / 5687 / 261,67.00% / 31.55% / 1.45%,Republican / Democratic / Others
2441,California - Colusa,Bush (Incumbent) / Kerry / Others,4142 / 1947 / 77,67.17% / 31.58% / 1.25%,Republican / Democratic / Others
2442,California - Shasta,Bush (Incumbent) / Kerry / Others,52249 / 24339 / 1143,67.22% / 31.31% / 1.47%,Republican / Democratic / Others
2443,California - Lassen,Bush (Incumbent) / Kerry / Others,8126 / 3158 / 166,70.97% / 27.58% / 1.45%,Republican / Democratic / Others
2444,California - Modoc,Bush (Incumbent) / Kerry / Others,3235 / 1149 / 83,72.42% / 25.72% / 1.86%,Republican / Democratic / Others
2445,Connecticut - Hartford,Kerry / Bush / Others,229902 / 154919 / 6987,58.7% / 39.5% / 1.8%,Democratic / Republican / Others
2446,Connecticut - Middlesex,Kerry / Bush / Others,47292 / 35252 / 1440,56.3% / 42.0% / 1.7%,Democratic / Republican / Others
2447,Connecticut - New London,Kerry / Bush / Others,66062 / 49931 / 2367,55.8% / 42.2% / 2.0%,Democratic / Republican / Others
2448,Connecticut - Tolland,Kerry / Bush / Others,39146 / 31245 / 1338,54.6% / 43.6% / 1.9%,Democratic / Republican / Others
2449,Connecticut - New Haven,Kerry / Bush / Others,199060 / 160390 / 6942,54.3% / 43.8% / 1.9%,Democratic / Republican / Others
2450,Connecticut - Windham,Kerry / Bush / Others,25477 / 22324 / 1060,52.1% / 45.7% / 2.2%,Democratic / Republican / Others
2451,Connecticut - Fairfield,Kerry / Bush / Others,205902 / 189605 / 5460,51.4% / 47.3% / 1.4%,Democratic / Republican / Others
2452,Connecticut - Litchfield,Bush / Kerry / Others,50160 / 44647 / 1861,51.9% / 46.2% / 1.9%,Republican / Democratic / Others
2453,Delaware - New Castle,Kerry / Bush / Others,146179 / 93079 / 2203,60.5% / 38.5% / 0.9%,Democratic / Republican / Others
2454,Delaware - Kent,Bush / Kerry / Others,31578 / 23875 / 527,56.4% / 42.6% / 0.9%,Republican / Democratic / Others
2455,Delaware - Sussex,Bush / Kerry / Others,47003 / 30098 / 648,60.5% / 38.7% / 0.8%,Republican / Democratic / Others
2456,District of Columbia - Ward 1,Kerry / Bush / Nedar,23727 / 1751 / 258,90.92% / 6.71% / 0.99%,Democratic / Republican / None
2457,District of Columbia - Ward 2,Kerry / Bush / Nedar,20691 / 3713 / 238,82.99% / 14.89% / 0.95%,Democratic / Republican / None
2458,District of Columbia - Ward 3,Kerry / Bush / Nedar,28358 / 6953 / 304,78.79% / 19.32% / 0.84%,Democratic / Republican / None
2459,District of Columbia - Ward 4,Kerry / Bush / Nedar,30341 / 2156 / 159,92.37% / 6.56% / 0.48%,Democratic / Republican / None
2460,District of Columbia - Ward 5,Kerry / Bush / Nedar,27348 / 1520 / 143,93.73% / 5.21% / 0.49%,Democratic / Republican / None
2461,District of Columbia - Ward 6,Kerry / Bush / Nedar,25654 / 3339 / 220,86.87% / 11.31% / 0.74%,Democratic / Republican / None
2462,District of Columbia - Ward 7,Kerry / Bush / Nedar,25914 / 1006 / 94,95.58% / 3.71% / 0.35%,Democratic / Republican / None
2463,District of Columbia - Ward 8,Kerry / Bush / Nedar,19872 / 689 / 59,96.08% / 3.33% / 0.29%,Democratic / Republican / None
2464,Hawaii - Overseas,Kerry / Bush / Others,373 / 75 / 10,81.4% / 16.4% / 2.2%,Democratic / Republican / Others
2465,Hawaii - Hawaii,Kerry / Bush / Others,35116 / 22032 / 554,60.9% / 38.2% / 1.0%,Democratic / Republican / Others
2466,Hawaii - Maui,Kerry / Bush / Others,28803 / 18187 / 440,60.7% / 38.3% / 0.9%,Democratic / Republican / Others
2467,Hawaii - Kauai,Kerry / Bush / Others,14916 / 9740 / 220,60.0% / 39.2% / 0.9%,Democratic / Republican / Others
2468,Hawaii - Honolulu,Kerry / Bush / Others,152500 / 144157 / 1890,51.1% / 48.3% / 0.6%,Democratic / Republican / Others
2469,Illinois - Adams,Bush / Kerry / Others,20834 / 10511 / 132,66.2% / 33.4% / 0.4%,Republican / Democratic / Others
2470,Illinois - Alexander,Kerry / Bush / Others,2016 / 1831 / 26,52.1% / 47.3% / 0.7%,Democratic / Republican / Others
2471,Illinois - Bond,Bush / Kerry / Others,4068 / 3228 / 73,55.2% / 43.8% / 1.0%,Republican / Democratic / Others
2472,Illinois - Boone,Bush / Kerry / Others,11132 / 8286 / 123,57.0% / 42.4% / 0.6%,Republican / Democratic / Others
2473,Illinois - Brown,Bush / Kerry / Others,1679 / 895 / 11,65.0% / 34.6% / 0.4%,Republican / Democratic / Others
2474,Illinois - Bureau,Bush / Kerry / Others,9822 / 7961 / 119,54.9% / 44.5% / 0.7%,Republican / Democratic / Others
2475,Illinois - Calhoun,Kerry / Bush / Others,1367 / 1317 / 22,50.5% / 48.7% / 0.8%,Democratic / Republican / Others
2476,Illinois - Carroll,Bush / Kerry / Others,4534 / 3537 / 64,55.7% / 43.5% / 0.8%,Republican / Democratic / Others
2477,Illinois - Cass,Bush / Kerry / Others,3163 / 2492 / 45,55.5% / 43.7% / 0.8%,Republican / Democratic / Others
2478,Illinois - Champaign,Kerry / Bush / Others,41524 / 39896 / 1014,50.4% / 48.4% / 1.2%,Democratic / Republican / Others
2479,Illinois - Christian,Bush / Kerry / Others,9044 / 6112 / 111,59.2% / 40.0% / 0.7%,Republican / Democratic / Others
2480,Illinois - Clark,Bush / Kerry / Others,5082 / 2877 / 48,63.5% / 35.9% / 0.6%,Republican / Democratic / Others
2481,Illinois - Clay,Bush / Kerry / Others,4416 / 2101 / 37,67.4% / 32.1% / 0.6%,Republican / Democratic / Others
2482,Illinois - Clinton,Bush / Kerry / Others,10219 / 6797 / 115,59.7% / 39.7% / 0.7%,Republican / Democratic / Others
2483,Illinois - Coles,Bush / Kerry / Others,13015 / 9566 / 199,57.1% / 42.0% / 0.9%,Republican / Democratic / Others
2484,Illinois - Cook,Kerry / Bush / Others,1439724 / 597405 / 12305,70.2% / 29.1% / 0.6%,Democratic / Republican / Others
2485,Illinois - Crawford,Bush / Kerry / Others,6083 / 3194 / 55,65.2% / 34.2% / 0.6%,Republican / Democratic / Others
2486,Illinois - Cumberland,Bush / Kerry / Others,3497 / 1862 / 57,64.6% / 34.4% / 1.1%,Republican / Democratic / Others
2487,Illinois - DeKalb,Bush / Kerry / Others,21095 / 19263 / 410,51.7% / 47.3% / 1.0%,Republican / Democratic / Others
2488,Illinois - De Witt,Bush / Kerry / Others,4920 / 2836 / 42,63.1% / 36.4% / 0.5%,Republican / Democratic / Others
2489,Illinois - Douglas,Bush / Kerry / Others,5702 / 2767 / 71,66.8% / 32.4% / 0.8%,Republican / Democratic / Others
2490,Illinois - DuPage,Bush / Kerry / Others,218902 / 180097 / 3447,54.4% / 44.8% / 0.9%,Republican / Democratic / Others
2491,Illinois - Edgar,Bush / Kerry / Others,5258 / 3093 / 78,62.4% / 36.7% / 0.9%,Republican / Democratic / Others
2492,Illinois - Edwards,Bush / Kerry / Others,2412 / 930 / 22,71.7% / 27.6% / 0.7%,Republican / Democratic / Others
2493,Illinois - Effingham,Bush / Kerry / Others,11774 / 4388 / 116,72.3% / 27.0% / 0.7%,Republican / Democratic / Others
2494,Illinois - Fayette,Bush / Kerry / Others,5880 / 3571 / 98,61.6% / 37.4% / 1.0%,Republican / Democratic / Others
2495,Illinois - Ford,Bush / Kerry / Others,4511 / 1912 / 56,69.6% / 29.5% / 0.9%,Republican / Democratic / Others
2496,Illinois - Franklin,Bush / Kerry / Others,10388 / 8816 / 148,53.7% / 45.6% / 0.8%,Republican / Democratic / Others
2497,Illinois - Fulton,Kerry / Bush / Others,9080 / 7818 / 137,53.3% / 45.9% / 0.8%,Democratic / Republican / Others
2498,Illinois - Gallatin,Bush / Kerry / Others,1619 / 1573 / 33,50.2% / 48.8% / 1.0%,Republican / Democratic / Others
2499,Illinois - Greene,Bush / Kerry / Others,3559 / 2457 / 52,58.7% / 40.5% / 0.9%,Republican / Democratic / Others
2500,Illinois - Grundy,Bush / Kerry / Others,11198 / 8463 / 170,56.5% / 42.7% / 0.9%,Republican / Democratic / Others
2501,Illinois - Hamilton,Bush / Kerry / Others,2653 / 1814 / 47,58.8% / 40.2% / 1.0%,Republican / Democratic / Others
2502,Illinois - Hancock,Bush / Kerry / Others,5837 / 3975 / 87,59.0% / 40.2% / 0.9%,Republican / Democratic / Others
2503,Illinois - Hardin,Bush / Kerry / Others,1501 / 923 / 13,61.6% / 37.9% / 0.5%,Republican / Democratic / Others
2504,Illinois - Henderson,Kerry / Bush / Others,2269 / 1857 / 27,54.6% / 44.7% / 0.7%,Democratic / Republican / Others
2505,Illinois - Henry,Bush / Kerry / Others,13212 / 11877 / 152,52.3% / 47.1% / 0.6%,Republican / Democratic / Others
2506,Illinois - Iroquois,Bush / Kerry / Others,9914 / 3832 / 89,71.7% / 27.7% / 0.6%,Republican / Democratic / Others
2507,Illinois - Jackson,Kerry / Bush / Others,14300 / 11190 / 336,55.4% / 43.3% / 1.3%,Democratic / Republican / Others
2508,Illinois - Jasper,Bush / Kerry / Others,3529 / 1781 / 26,66.1% / 33.4% / 0.5%,Republican / Democratic / Others
2509,Illinois - Jefferson,Bush / Kerry / Others,10160 / 6713 / 75,59.9% / 39.6% / 0.4%,Republican / Democratic / Others
2510,Illinois - Jersey,Bush / Kerry / Others,5435 / 4597 / 105,53.6% / 45.3% / 1.0%,Republican / Democratic / Others
2511,Illinois - Jo Daviess,Bush / Kerry / Others,6174 / 5311 / 99,53.3% / 45.8% / 0.9%,Republican / Democratic / Others
2512,Illinois - Johnson,Bush / Kerry / Others,3997 / 1813 / 55,68.2% / 30.9% / 0.9%,Republican / Democratic / Others
2513,Illinois - Kane,Bush / Kerry / Others,94359 / 75922 / 1434,55.0% / 44.2% / 0.8%,Republican / Democratic / Others
2514,Illinois - Kankakee,Bush / Kerry / Others,24739 / 20003 / 294,54.9% / 44.4% / 0.7%,Republican / Democratic / Others
2515,Illinois - Kendall,Bush / Kerry / Others,19774 / 12374 / 254,61.0% / 38.2% / 0.8%,Republican / Democratic / Others
2516,Illinois - Knox,Kerry / Bush / Others,13403 / 11111 / 194,54.2% / 45.0% / 0.8%,Democratic / Republican / Others
2517,Illinois - Lake,Bush / Kerry / Others,139081 / 134352 / 1862,50.5% / 48.8% / 0.7%,Republican / Democratic / Others
2518,Illinois - LaSalle,Bush / Kerry / Others,26101 / 24263 / 365,51.5% / 47.8% / 0.7%,Republican / Democratic / Others
2519,Illinois - Lawrence,Bush / Kerry / Others,4162 / 2518 / 49,61.9% / 37.4% / 0.7%,Republican / Democratic / Others
2520,Illinois - Lee,Bush / Kerry / Others,9307 / 6416 / 153,58.6% / 40.4% / 1.0%,Republican / Democratic / Others
2521,Illinois - Livingston,Bush / Kerry / Others,10316 / 5632 / 91,64.3% / 35.1% / 0.6%,Republican / Democratic / Others
2522,Illinois - Logan,Bush / Kerry / Others,9112 / 4273 / 82,67.7% / 31.7% / 0.6%,Republican / Democratic / Others
2523,Illinois - McDonough,Bush / Kerry / Others,7656 / 7119 / 154,51.3% / 47.7% / 1.0%,Republican / Democratic / Others
2524,Illinois - McHenry,Bush / Kerry / Others,76412 / 50330 / 1206,59.7% / 39.3% / 0.9%,Republican / Democratic / Others
2525,Illinois - McLean,Bush / Kerry / Others,41276 / 29877 / 467,57.6% / 41.7% / 0.7%,Republican / Democratic / Others
2526,Illinois - Macon,Bush / Kerry / Others,28118 / 23341 / 287,54.3% / 45.1% / 0.6%,Republican / Democratic / Others
2527,Illinois - Macoupin,Bush / Kerry / Others,11413 / 11193 / 179,50.1% / 49.1% / 0.8%,Republican / Democratic / Others
2528,Illinois - Madison,Kerry / Bush / Others,63399 / 59384 / 895,51.3% / 48.0% / 0.7%,Democratic / Republican / Others
2529,Illinois - Marion,Bush / Kerry / Others,9413 / 7694 / 117,54.7% / 44.7% / 0.7%,Republican / Democratic / Others
2530,Illinois - Marshall,Bush / Kerry / Others,3734 / 2806 / 44,56.7% / 42.6% / 0.7%,Republican / Democratic / Others
2531,Illinois - Mason,Bush / Kerry / Others,3907 / 3215 / 61,54.4% / 44.8% / 0.8%,Republican / Democratic / Others
2532,Illinois - Massac,Bush / Kerry / Others,4578 / 2805 / 41,61.7% / 37.8% / 0.6%,Republican / Democratic / Others
2533,Illinois - Menard,Bush / Kerry / Others,4408 / 2137 / 29,67.1% / 32.5% / 0.4%,Republican / Democratic / Others
2534,Illinois - Mercer,Kerry / Bush / Others,4512 / 4405 / 57,50.3% / 49.1% / 0.6%,Democratic / Republican / Others
2535,Illinois - Monroe,Bush / Kerry / Others,9468 / 6788 / 114,57.8% / 41.5% / 0.7%,Republican / Democratic / Others
2536,Illinois - Montgomery,Bush / Kerry / Others,6851 / 5979 / 100,53.0% / 46.2% / 0.8%,Republican / Democratic / Others
2537,Illinois - Morgan,Bush / Kerry / Others,9392 / 5650 / 138,61.9% / 37.2% / 0.9%,Republican / Democratic / Others
2538,Illinois - Moultrie,Bush / Kerry / Others,4028 / 2388 / 50,62.3% / 36.9% / 0.8%,Republican / Democratic / Others
2539,Illinois - Ogle,Bush / Kerry / Others,14918 / 9018 / 155,61.9% / 37.4% / 0.6%,Republican / Democratic / Others
2540,Illinois - Peoria,Kerry / Bush / Others,41121 / 41051 / 599,49.7% / 49.6% / 0.7%,Democratic / Republican / Others
2541,Illinois - Perry,Bush / Kerry / Others,5589 / 4770 / 66,53.6% / 45.8% / 0.6%,Republican / Democratic / Others
2542,Illinois - Piatt,Bush / Kerry / Others,5392 / 3124 / 70,62.8% / 36.4% / 0.8%,Republican / Democratic / Others
2543,Illinois - Pike,Bush / Kerry / Others,5032 / 2849 / 99,63.1% / 35.7% / 1.2%,Republican / Democratic / Others
2544,Illinois - Pope,Bush / Kerry / Others,1500 / 918 / 18,61.6% / 37.7% / 0.7%,Republican / Democratic / Others
2545,Illinois - Pulaski,Bush / Kerry / Others,1720 / 1372 / 16,55.3% / 44.1% / 0.5%,Republican / Democratic / Others
2546,Illinois - Putnam,Kerry / Bush / Others,1704 / 1623 / 25,50.8% / 48.4% / 0.7%,Democratic / Republican / Others
2547,Illinois - Randolph,Bush / Kerry / Others,8076 / 6771 / 109,54.0% / 45.3% / 0.7%,Republican / Democratic / Others
2548,Illinois - Richland,Bush / Kerry / Others,5153 / 2529 / 67,66.5% / 32.6% / 0.9%,Republican / Democratic / Others
2549,Illinois - Rock Island,Kerry / Bush / Others,39880 / 29663 / 429,57.0% / 42.4% / 0.6%,Democratic / Republican / Others
2550,Illinois - St. Clair,Kerry / Bush / Others,62410 / 50203 / 576,55.1% / 44.4% / 0.5%,Democratic / Republican / Others
2551,Illinois - Saline,Bush / Kerry / Others,7057 / 4697 / 60,59.7% / 39.8% / 0.5%,Republican / Democratic / Others
2552,Illinois - Sangamon,Bush / Kerry / Others,55904 / 38630 / 841,58.6% / 40.5% / 0.9%,Republican / Democratic / Others
2553,Illinois - Schuyler,Bush / Kerry / Others,2403 / 1594 / 34,59.6% / 39.5% / 0.8%,Republican / Democratic / Others
2554,Illinois - Scott,Bush / Kerry / Others,1696 / 927 / 13,64.3% / 35.2% / 0.5%,Republican / Democratic / Others
2555,Illinois - Shelby,Bush / Kerry / Others,6753 / 3744 / 80,63.8% / 35.4% / 0.8%,Republican / Democratic / Others
2556,Illinois - Stark,Bush / Kerry / Others,1841 / 1189 / 31,60.1% / 38.8% / 1.0%,Republican / Democratic / Others
2557,Illinois - Stephenson,Bush / Kerry / Others,12212 / 8913 / 195,57.3% / 41.8% / 0.9%,Republican / Democratic / Others
2558,Illinois - Tazewell,Bush / Kerry / Others,36058 / 25814 / 466,57.8% / 41.4% / 0.7%,Republican / Democratic / Others
2559,Illinois - Union,Bush / Kerry / Others,5333 / 3735 / 51,58.5% / 41.0% / 0.6%,Republican / Democratic / Others
2560,Illinois - Vermilion,Bush / Kerry / Others,18731 / 14726 / 257,55.6% / 43.7% / 0.8%,Republican / Democratic / Others
2561,Illinois - Wabash,Bush / Kerry / Others,4212 / 1752 / 42,70.1% / 29.2% / 0.7%,Republican / Democratic / Others
2562,Illinois - Warren,Bush / Kerry / Others,4474 / 3938 / 45,52.9% / 46.6% / 0.5%,Republican / Democratic / Others
2563,Illinois - Washington,Bush / Kerry / Others,5072 / 2986 / 46,62.6% / 36.8% / 0.6%,Republican / Democratic / Others
2564,Illinois - Wayne,Bush / Kerry / Others,6102 / 2139 / 46,73.6% / 25.8% / 0.6%,Republican / Democratic / Others
2565,Illinois - White,Bush / Kerry / Others,5180 / 3071 / 50,62.4% / 37.0% / 0.6%,Republican / Democratic / Others
2566,Illinois - Whiteside,Kerry / Bush / Others,13723 / 12959 / 191,51.1% / 48.2% / 0.7%,Democratic / Republican / Others
2567,Illinois - Will,Bush / Kerry / Others,129098 / 115625 / 1686,52.4% / 46.9% / 0.7%,Republican / Democratic / Others
2568,Illinois - Williamson,Bush / Kerry / Others,18086 / 11685 / 189,60.4% / 39.0% / 0.6%,Republican / Democratic / Others
2569,Illinois - Winnebago,Bush / Kerry / Others,60782 / 59740 / 903,50.1% / 49.2% / 0.7%,Republican / Democratic / Others
2570,Illinois - Woodford,Bush / Kerry / Others,12698 / 6005 / 99,67.5% / 31.9% / 0.5%,Republican / Democratic / Others
2571,Maine - Androscoggin County,Kerry / Bush / Others,30503 / 24519 / 1045,54.40% / 43.73% / 1.86%,Democratic / Republican / Others
2572,Maine - Aroostook County,Kerry / Bush / Others,19569 / 17564 / 600,51.86% / 46.55% / 1.59%,Democratic / Republican / Others
2573,Maine - Cumberland County,Kerry / Bush / Others,94846 / 65384 / 2732,58.20% / 40.12% / 1.68%,Democratic / Republican / Others
2574,Maine - Franklin County,Kerry / Bush / Others,9465 / 7378 / 418,54.83% / 42.74% / 2.42%,Democratic / Republican / Others
2575,Maine - Hancock County,Kerry / Bush / Others,18048 / 14405 / 669,54.49% / 43.49% / 2.02%,Democratic / Republican / Others
2576,Maine - Kennebec County,Kerry / Bush / Others,35616 / 29761 / 1395,53.34% / 44.57% / 2.09%,Democratic / Republican / Others
2577,Maine - Knox County,Kerry / Bush / Others,12690 / 10103 / 454,54.59% / 43.46% / 1.95%,Democratic / Republican / Others
2578,Maine - Lincoln County,Kerry / Bush / Others,11351 / 10370 / 421,51.26% / 46.83% / 1.90%,Democratic / Republican / Others
2579,Maine - Oxford County,Kerry / Bush / Others,16618 / 14196 / 732,52.68% / 45.00% / 2.32%,Democratic / Republican / Others
2580,Maine - Penobscot County,Kerry / Bush / Others,40417 / 40318 / 1377,49.22% / 49.10% / 1.68%,Democratic / Republican / Others
2581,Maine - Piscataquis County,Bush / Kerry / Others,5299 / 4409 / 232,53.31% / 44.36% / 2.33%,Republican / Democratic / Others
2582,Maine - Sagadahoc County,Kerry / Bush / Others,11107 / 9497 / 475,52.69% / 45.05% / 2.25%,Democratic / Republican / Others
2583,Maine - Somerset County,Kerry / Bush / Others,13555 / 12953 / 600,50.00% / 47.78% / 2.21%,Democratic / Republican / Others
2584,Maine - Waldo County,Kerry / Bush / Others,11555 / 10309 / 454,51.77% / 46.19% / 2.03%,Democratic / Republican / Others
2585,Maine - Washington County,Bush / Kerry / Others,8619 / 8391 / 300,49.79% / 48.47% / 1.73%,Republican / Democratic / Others
2586,Maine - York County,Kerry / Bush / Others,58702 / 49526 / 1805,53.35% / 45.01% / 1.64%,Democratic / Republican / Others
2587,Maryland - Allegany,Bush / Kerry / Others,18980 / 10576 / 299,63.6% / 35.4% / 1.0%,Republican Party / Democratic Party / Others
2588,Maryland - Anne Arundel,Bush / Kerry / Others,133231 / 103324 / 3112,55.6% / 43.1% / 1.3%,Republican Party / Democratic Party / Others
2589,Maryland - Baltimore (City),Kerry / Bush / Others,175022 / 36230 / 2311,82.0% / 17.0% / 1.1%,Democratic Party / Republican Party / Others
2590,Maryland - Baltimore (County),Kerry / Bush / Others,182474 / 166051 / 4954,51.6% / 47.0% / 1.4%,Democratic Party / Republican Party / Others
2591,Maryland - Calvert,Bush / Kerry / Others,23017 / 15967 / 367,58.5% / 40.6% / 0.9%,Republican Party / Democratic Party / Others
2592,Maryland - Caroline,Bush / Kerry / Others,7396 / 3810 / 150,65.1% / 33.6% / 1.3%,Republican Party / Democratic Party / Others
2593,Maryland - Carroll,Bush / Kerry / Others,55275 / 22974 / 1100,69.7% / 29.0% / 1.4%,Republican Party / Democratic Party / Others
2594,Maryland - Cecil,Bush / Kerry / Others,22556 / 14680 / 438,59.9% / 39.0% / 1.2%,Republican Party / Democratic Party / Others
2595,Maryland - Charles,Kerry / Bush / Others,29354 / 28442 / 445,50.4% / 48.8% / 0.8%,Democratic Party / Republican Party / Others
2596,Maryland - Dorchester,Bush / Kerry / Others,7801 / 5411 / 127,58.5% / 40.6% / 1.0%,Republican Party / Democratic Party / Others
2597,Maryland - Frederick,Bush / Kerry / Others,59934 / 39503 / 1157,59.6% / 39.3% / 1.2%,Republican Party / Democratic Party / Others
2598,Maryland - Garrett,Bush / Kerry / Others,9085 / 3291 / 108,72.8% / 26.4% / 0.9%,Republican Party / Democratic Party / Others
2599,Maryland - Harford,Bush / Kerry / Others,71565 / 39685 / 1478,63.5% / 35.2% / 1.3%,Republican Party / Democratic Party / Others
2600,Maryland - Howard,Kerry / Bush / Others,72257 / 59724 / 1829,54.0% / 44.6% / 1.4%,Democratic Party / Republican Party / Others
2601,Maryland - Kent,Bush / Kerry / Others,4900 / 4278 / 107,52.8% / 46.1% / 1.2%,Republican Party / Democratic Party / Others
2602,Maryland - Montgomery,Kerry / Bush / Others,273936 / 136334 / 4955,66.0% / 32.8% / 1.2%,Democratic Party / Republican Party / Others
2603,Maryland - Prince George's,Kerry / Bush / Others,260532 / 55532 / 2410,81.8% / 17.4% / 0.8%,Democratic Party / Republican Party / Others
2604,Maryland - Queen Anne's,Bush / Kerry / Others,14489 / 7070 / 235,66.5% / 32.4% / 1.1%,Republican Party / Democratic Party / Others
2605,Maryland - St. Mary's,Bush / Kerry / Others,23725 / 13776 / 415,62.6% / 36.3% / 1.1%,Republican Party / Democratic Party / Others
2606,Maryland - Somerset,Bush / Kerry / Others,4884 / 4034 / 76,54.3% / 44.9% / 0.8%,Republican Party / Democratic Party / Others
2607,Maryland - Talbot,Bush / Kerry / Others,11288 / 7367 / 209,59.8% / 39.1% / 1.1%,Republican Party / Democratic Party / Others
2608,Maryland - Washington,Bush / Kerry / Others,36917 / 20387 / 600,63.8% / 35.2% / 1.0%,Republican Party / Democratic Party / Others
2609,Maryland - Wicomico,Bush / Kerry / Others,21998 / 15137 / 368,58.7% / 40.4% / 1.0%,Republican Party / Democratic Party / Others
2610,Maryland - Worcester,Bush / Kerry / Others,15349 / 9648 / 232,60.8% / 38.2% / 0.9%,Republican Party / Democratic Party / Others
2611,Massachusetts - Suffolk,Kerry / Bush / Others,182592 / 54923 / 3130,75.6% / 22.8% / 1.3%,Democratic / Republican / Others
